Bankrupt?, Non-industry income and expenditure/revenue, Persistent EPS in the Last Four Seasons, Interest Expense Ratio, Debt ratio %, Borrowing dependency, Working Capital to Total Assets, Quick Assets/Total Assets, Cash/Total Assets, Inventory/Working Capital, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Net Income to Total Assets
0,0.303694199,0.245154581,0.630686223,0.095292802,0.370933361,0.788804851,0.310401743,0.081741715,0.277180765,0.953191012,0.002537389,0.022288741,0.836070776
0,0.303714018,0.264819892,0.630816701,0.137406657,0.374724604,0.804181639,0.447762365,0.070824802,0.277407006,0.955969392,0.002698308,0.016796759,0.842014615
0,0.303666887,0.254609057,0.630849235,0.178704236,0.37497288,0.737654656,0.406041487,0.029066209,0.275925532,0.943272281,0.002517967,0.020951596,0.831281224
0,0.303243189,0.197693108,0.629868426,0.14363455,0.378482295,0.719682008,0.133527925,0.028118667,0.276567591,0.926693893,0.002084787,0.028552535,0.771677401
0,0.303495039,0.243641864,0.630924234,0.160201953,0.378286582,0.754763937,0.194980171,0.020314761,0.279645745,0.944016829,0.00248834,0.019898525,0.82605339
0,0.303660603,0.254987236,0.630617389,0.0488557,0.369637181,0.811747653,0.335860829,0.166011726,0.277067765,0.953459386,0.002662576,0.026231459,0.862395508
0,0.303313765,0.183795027,0.629499253,0.169362397,0.383558534,0.7767019,0.434070233,0.081910704,0.277224811,0.939656871,0.002105677,0.029889372,0.774197551
0,0.303547487,0.233620119,0.630705401,0.090969556,0.371246502,0.82937152,0.377793683,0.151175006,0.277276107,0.94266687,0.002499186,0.021645647,0.830071105
0,0.303438723,0.261038102,0.630735195,0.134655501,0.374852097,0.780475614,0.260851363,0.073144503,0.277434613,0.951683837,0.002678491,0.019276888,0.846577953
0,0.303588093,0.22114021,0.63194648,0.138374097,0.378099816,0.82946829,0.510070885,0.080083188,0.277135463,0.934584633,0.00232074,0.018264513,0.805655404
0,0.303423012,0.206202137,0.630458487,0.194122804,0.371015002,0.8077616,0.757453554,0.121612035,0.277250792,0.929819055,0.002196214,0.047072258,0.786651339
0,0.303596069,0.220289307,0.630641019,0.056595217,0.369657312,0.87079809,0.37759686,0.087902752,0.277224892,0.943440431,0.002377114,0.012986303,0.807137126
0,0.303537578,0.215089345,0.632639279,0.111285788,0.374489748,0.792640255,0.222135877,0.059718567,0.277661286,0.932825859,0.002276143,0.01625702,0.800342307
0,0.303594377,0.234092843,0.631093067,0.171025184,0.377539517,0.825291434,0.306226317,0.036319794,0.277393477,0.938462341,0.002343404,0.033114291,0.817944208
0,0.303617822,0.214711166,0.633964603,0.083411434,0.370256753,0.831982108,0.42874064,0.006586974,0.27714723,0.964972936,0.002273417,0.040578052,0.806274864
0,0.303685739,0.248747282,0.63067184,0.119841582,0.372557221,0.812806494,0.434966215,0.026299253,0.277400336,0.946136629,0.002570261,0.021486857,0.838763494
0,0.303601386,0.230405597,0.631057109,0.158055446,0.378489005,0.836789629,0.451577286,0.06653492,0.277270356,0.938501642,0.002394889,0.01926133,0.814548781
0,0.303635466,0.224922001,0.631073889,0.106871844,0.373855638,0.768480661,0.216500321,0.046337755,0.27750359,0.948390419,0.002364485,0.018051052,0.810166112
0,0.303554013,0.214805711,0.632632772,0.126039242,0.372187044,0.803937353,0.409840033,0.055980775,0.277307574,0.931744993,0.002242347,0.015602238,0.79707711
0,0.303582775,0.222463837,0.631776962,0.132025274,0.374485275,0.753878262,0.219059383,0.074615161,0.281471118,0.931573042,0.00227456,0.031538527,0.804184459
0,0.30365311,0.220478397,0.63095574,0.064485897,0.37169161,0.781350908,0.227896026,0.014350602,0.277194162,0.937619245,0.002455057,0.008704233,0.807421909
0,0.303570449,0.232580127,0.631044438,0.180790277,0.372211648,0.781138949,0.52198664,0.01041052,0.277699975,0.937842569,0.002322366,0.030259342,0.812320346
0,0.30341842,0.203743973,0.62952665,0.152674064,0.377805687,0.705074734,0.155697366,0.029685711,0.276698293,0.925643587,0.002033718,0.015052786,0.778645316
0,0.303513166,0.248274558,0.630649923,0.056655682,0.370384246,0.854514807,0.380143739,0.132841789,0.277208955,0.958427922,0.002710026,0.015198728,0.838675965
0,0.303559572,0.227380165,0.630628005,0.129243885,0.370044265,0.836390115,0.371512935,0.089569267,0.277569522,0.939215174,0.002621608,0.009173186,0.816989849
0,0.303485129,0.21896568,0.63109341,0.140732231,0.373567101,0.757259878,0.273075731,0.068588969,0.278948309,0.934226915,0.00227382,0.030032216,0.803660821
0,0.303570449,0.207714853,0.626746894,0.152220576,0.375138397,0.754411004,0.258625734,0.025781893,0.282275119,0.93257101,0.002186941,0.026453747,0.789283936
0,0.303516792,0.194478586,0.629877673,0.232911086,0.400149413,0.696516982,0.262277184,0.032514318,0.276634143,0.920456077,0.002091225,0.029144215,0.772273265
0,0.303543137,0.292426964,0.630644443,0.103606736,0.372179215,0.75650272,0.255465397,0.073914284,0.278928474,0.955043159,0.002636831,0.017324549,0.837224712
0,0.303681389,0.234471022,0.631117724,0.168274027,0.376653776,0.752046196,0.199608931,0.029576978,0.291795721,0.939760372,0.002402109,0.022203615,0.818328858
0,0.303639575,0.277016167,0.630618416,0.078544003,0.370078934,0.835468116,0.413572773,0.09470861,0.277193881,0.970831975,0.002610285,0.019583751,0.839561886
0,0.303524526,0.245721849,0.63069821,0.158901956,0.37226421,0.829228817,0.603833843,0.060426419,0.277341026,0.946070002,0.002438066,0.020666229,0.82113069
0,0.303642717,0.218398412,0.630703347,0.078392841,0.369637181,0.857504623,0.389718277,0.190533391,0.277259032,0.934832932,0.002290462,0.03244774,0.807443231
0,0.303749548,0.241278245,0.630612252,0.083592829,0.369637181,0.84090459,0.456660971,0.203014457,0.277222242,0.95330102,0.002514106,0.024959961,0.837475928
0,0.303525735,0.242129148,0.630768414,0.117906703,0.374562441,0.786880327,0.197872059,0.037505516,0.277545076,0.946104033,0.002517705,0.022932866,0.834586851
0,0.303563923,0.27985251,0.630618416,0.064425432,0.370232149,0.785157123,0.24746066,0.02924518,0.27741737,0.955532677,0.002829463,0.018414992,0.860595222
0,0.303817707,0.251394535,0.630624238,0.08725096,0.37005433,0.819364397,0.32645648,0.026606421,0.277317064,0.952719501,0.002585751,0.023204746,0.844290852
0,0.303601386,0.230594687,0.630944097,0.139069444,0.375943617,0.783901123,0.262858188,0.034002603,0.277529631,0.941554577,0.002356047,0.032677086,0.820072779
0,0.303693957,0.248085468,0.630654717,0.101006742,0.371102234,0.786813957,0.326922132,0.107991004,0.277487896,0.951859332,0.002433004,0.037999001,0.841123774
1,0.303058047,0.199300369,0.630310201,0.116818333,0.375070177,0.759307974,0.100451585,0.010292226,0.279423656,0.872127949,0.001967819,0.038080093,0.737503323
1,0.303435823,0.209133024,0.624178778,0.176799589,0.379318829,0.783541399,0.463404847,0.047491433,0.277887191,0.932146765,0.002209867,0.039505746,0.791302514
0,0.303588818,0.233336485,0.630838961,0.134655501,0.37274175,0.757475422,0.212217517,0.019889021,0.279637983,0.940236031,0.002388558,0.015583131,0.810418986
0,0.303710151,0.224732911,0.630926974,0.10596487,0.37300121,0.77597762,0.172637893,0.043948169,0.277476287,0.938218497,0.002410302,0.014133886,0.810873119
0,0.303642233,0.206013047,0.625941425,0.171690298,0.375772508,0.71334698,0.195204661,0.011555596,0.276586633,0.922597587,0.002153599,0.015068376,0.789206563
0,0.303771301,0.232769216,0.630659512,0.070199837,0.370131497,0.803765855,0.265783759,0.114366993,0.277236047,0.955672584,0.002613643,0.010199041,0.818866175
0,0.303642475,0.221045665,0.63177388,0.1668531,0.376734298,0.774727634,0.282813208,0.011079885,0.277589153,0.934249814,0.002295528,0.019867931,0.803574599
0,0.303561748,0.228987426,0.630771154,0.138827584,0.371617798,0.786245455,0.205502949,0.023838274,0.278119989,0.938008356,0.002424901,0.017496474,0.81591959
0,0.30354072,0.217452964,0.631119094,0.11860205,0.370540817,0.810519539,0.358973011,0.050031668,0.277443635,0.933059504,0.002279381,0.017439423,0.80099289
0,0.303530327,0.206485771,0.618139135,0.169664722,0.379002333,0.75936951,0.455935102,0.060726744,0.277719367,0.930846774,0.002210032,0.027727646,0.792712412
0,0.301035752,0.191642243,0.630592389,0.024155758,0.369987228,0.800854514,0.205173375,0.05037453,0.277078776,0.876677083,0.002049703,0.072987149,0.718932277
0,0.303629665,0.220194762,0.630612252,0.060948695,0.369637181,0.873557813,0.57133449,0.242810533,0.277071819,0.938098656,0.002471184,0.00996248,0.810021293
0,0.303524526,0.244776402,0.63087218,0.162046135,0.373903727,0.814443103,0.347705476,0.007402348,0.277809109,0.942675954,0.00251753,0.020262167,0.830066947
0,0.303564648,0.232769216,0.630802318,0.138283399,0.371740818,0.775788375,0.35786381,0.049865256,0.277735826,0.940144492,0.00233462,0.030332932,0.814536522
0,0.303471836,0.230027418,0.631255394,0.171841461,0.378718269,0.768068661,0.387106951,0.050694494,0.277381295,0.935823629,0.002333196,0.021728857,0.809082
0,0.303562714,0.221045665,0.631662238,0.149620582,0.377285649,0.747573289,0.188463988,0.020404909,0.273280417,0.943072952,0.002290468,0.021048816,0.803404425
0,0.303521142,0.218492956,0.632627978,0.183420504,0.38401147,0.724664183,0.151545647,0.021585081,0.276484233,0.933073338,0.002277578,0.015449395,0.800253662
0,0.303760908,0.2312565,0.630614649,0.077667261,0.369659549,0.793724493,0.25422346,0.007387599,0.27726323,0.958501374,0.002510645,0.009559783,0.811662369
0,0.30352646,0.209416659,0.627640375,0.162771714,0.379978662,0.751888756,0.253560482,0.020511436,0.293309409,0.904831432,0.002167746,0.030225493,0.78493782
0,0.303492622,0.257918124,0.631113957,0.189406536,0.387649497,0.789868363,0.502990211,0.056022339,0.27714475,0.944479283,0.002478307,0.013572594,0.815686204
0,0.303591235,0.229838328,0.63104341,0.126976449,0.373817613,0.824370641,0.444581295,0.082686256,0.277233935,0.938942866,0.00239168,0.024062546,0.818733259
0,0.303613713,0.276259809,0.630670813,0.111981135,0.370644824,0.816819031,0.270819023,0.027894921,0.27767732,0.956289556,0.002536099,0.029378342,0.848609555
0,0.303679938,0.237307365,0.630626978,0.079753303,0.369637181,0.845933528,0.525925949,0.075199779,0.277019458,0.952256312,0.002548834,0.014131171,0.822335284
0,0.303542412,0.23522738,0.631053684,0.126704357,0.375950327,0.802223988,0.318913007,0.1260739,0.277324067,0.945810447,0.002371726,0.02378376,0.815690361
0,0.303559814,0.237780089,0.6306328,0.139553164,0.370386483,0.856556543,0.713542613,0.49647515,0.277181484,0.943293518,0.002515811,0.016877414,0.824198247
0,0.303396426,0.229460149,0.631679703,0.18750189,0.3843727,0.727134102,0.263743435,0.035257355,0.276477734,0.935435105,0.002341394,0.018691523,0.808143214
0,0.303555947,0.246572752,0.630749236,0.130181093,0.374954986,0.846679438,0.468992269,0.27081052,0.277212535,0.942611068,0.002527574,0.017176666,0.825882339
0,0.3034554,0.180958684,0.630259517,0.177555401,0.377457877,0.756083776,0.451588373,0.049740625,0.278916575,0.918351566,0.002081216,0.045167053,0.756616784
0,0.303504465,0.22530018,0.631235531,0.170480999,0.377964494,0.801751115,0.558608369,0.078222903,0.277437421,0.935670135,0.00236039,0.017085643,0.808995883
0,0.303541687,0.253758154,0.630656087,0.105874172,0.37149366,0.888270074,0.326625872,0.080443134,0.277416526,0.949315893,0.002773971,0.015204545,0.844386324
0,0.303537819,0.22530018,0.630811222,0.103123016,0.371633455,0.791678076,0.381290609,0.023795321,0.277419656,0.936698719,0.002395138,0.020638661,0.815908996
0,0.303558122,0.251299991,0.630639991,0.115095081,0.371639047,0.784256837,0.43586674,0.156757458,0.277104336,0.953832975,0.002514513,0.018715088,0.827131544
0,0.303510507,0.247612745,0.630846495,0.111406718,0.373525721,0.7647517,0.193615121,0.026808356,0.277726327,0.945968362,0.00241949,0.022322027,0.820720172
0,0.303444524,0.222180202,0.630728346,0.085104453,0.370002885,0.85869038,0.371191723,0.071442952,0.277360395,0.939921244,0.002365172,0.029101782,0.818987977
0,0.303417453,0.217452964,0.633050917,0.180004233,0.383632346,0.772217571,0.229785165,0.073463126,0.277884268,0.932573447,0.002253655,0.02033878,0.798768384
0,0.303480537,0.226907441,0.630728346,0.064516129,0.371083222,0.827528359,0.35255054,0.058100229,0.277241455,0.946874316,0.002346567,0.032636168,0.81823102
0,0.303504707,0.22114021,0.631085876,0.138706654,0.372945292,0.764111946,0.319906258,0.041126532,0.278829806,0.934047452,0.002261826,0.042072999,0.80380021
0,0.303604528,0.223220195,0.631145121,0.08676724,0.373200278,0.786002371,0.166884645,0.016812785,0.277346237,0.947821714,0.002365071,0.017914173,0.810119797
0,0.303828825,0.250732722,0.630663621,0.072406808,0.37019077,0.825043184,0.401934983,0.21021216,0.277038947,0.952221901,0.002660199,0.018378923,0.842251211
0,0.303692023,0.276543443,0.630744784,0.141911298,0.375169711,0.774840569,0.312019085,0.059347142,0.277993096,0.956136159,0.002716361,0.015935865,0.841338995
0,0.303699033,0.2475182,0.630736565,0.102578831,0.371460109,0.814893784,0.442059276,0.150182159,0.277202457,0.945858746,0.002673918,0.014415544,0.833426388
0,0.30340416,0.239292805,0.631098204,0.14971128,0.37856058,0.793866298,0.299133097,0.025651147,0.277836718,0.944477433,0.002407841,0.018857321,0.81558891
0,0.30372707,0.222085658,0.631660525,0.126885751,0.376499442,0.72506913,0.133144747,0.011659813,0.276419107,0.935152514,0.002335827,0.018428812,0.807370921
0,0.303527426,0.258296303,0.630897179,0.175832149,0.380688821,0.765014778,0.211484893,0.025617291,0.277915982,0.947429927,0.002547007,0.018313088,0.829946529
0,0.303873781,0.253285431,0.630612252,0.050367325,0.369637181,0.810722789,0.317059861,0.143946212,0.277070762,0.956032085,0.002600352,0.026128865,0.852615627
0,0.303385307,0.191736787,0.629195148,0.152674064,0.379473163,0.819928353,0.484492789,0.092910426,0.277039862,0.932897041,0.002103956,0.02684139,0.776143939
0,0.303598003,0.226056538,0.630811907,0.096441636,0.372108758,0.81664148,0.295703379,0.043730538,0.277282358,0.938345028,0.002422509,0.018581331,0.816897549
0,0.303409236,0.244965491,0.630741017,0.110983463,0.372694779,0.795647145,0.273272887,0.034017214,0.277285021,0.948010038,0.002587881,0.020448999,0.838805709
0,0.303499148,0.223976553,0.631353338,0.136529915,0.377528334,0.82432355,0.516921245,0.092546937,0.277170076,0.936486571,0.002400217,0.0154992,0.811399373
0,0.30348948,0.209794838,0.630291708,0.186141428,0.374354426,0.81772955,0.618619953,0.206711612,0.277492988,0.927974815,0.002204018,0.037968507,0.790182903
0,0.303633049,0.22331474,0.630641704,0.064455664,0.369683034,0.879572596,0.438504973,0.158174739,0.277202688,0.943980844,0.002370256,0.016303555,0.80934058
0,0.303521626,0.21716933,0.632183463,0.129213653,0.376193011,0.80174445,0.227883436,0.063743577,0.277452907,0.932930546,0.002292536,0.01127166,0.800075771
0,0.30356779,0.237685544,0.630954713,0.167669378,0.377125724,0.807489466,0.29044329,0.085755592,0.277510985,0.940539588,0.002377543,0.030190948,0.822037159
0,0.30383801,0.212063912,0.63102252,0.074946337,0.37038872,0.781637755,0.255833842,0.028198117,0.277437724,0.964713258,0.002240495,0.035383401,0.798131891
0,0.303567065,0.249409095,0.630734168,0.144148502,0.3743041,0.824880265,0.52408088,0.088709402,0.277354469,0.943894968,0.002441261,0.019197243,0.819700014
0,0.303586884,0.223882008,0.631352995,0.151948484,0.3776603,0.837588459,0.409246788,0.033396296,0.277272936,0.937299475,0.002327534,0.020279476,0.807533412
0,0.303586884,0.229649239,0.630866358,0.098467213,0.372909504,0.76923314,0.206337342,0.046315751,0.277403647,0.949646253,0.002431035,0.018017107,0.817161064
0,0.303549179,0.220762031,0.630921837,0.098074191,0.371055263,0.822230073,0.400951416,0.115523086,0.277209294,0.935184186,0.002343563,0.01559886,0.806323209
0,0.303852995,0.214711166,0.63273962,0.123076458,0.373935041,0.76126118,0.282453181,0.049759628,0.277734067,0.932404747,0.002246227,0.027283452,0.798546462
0,0.303917528,0.224732911,0.6307191,0.035009221,0.370217611,0.779588787,0.133586493,0.007726942,0.277324186,0.94041333,0.00263363,0.009009144,0.817248189
0,0.303667853,0.2411837,0.630807797,0.158629864,0.370059922,0.79698535,0.541448335,0.109940928,0.277366347,0.93987661,0.002376387,0.027599906,0.819611296
0,0.30333165,0.199678548,0.630101985,0.134353176,0.375405685,0.732480573,0.222587567,0.102353555,0.276436076,0.915429163,0.001867062,0.01608949,0.761751414
0,0.303497456,0.261132646,0.630646498,0.072195181,0.37143886,0.814587641,0.290971777,0.042940688,0.277366675,0.959748327,0.002714126,0.017663209,0.846026567
0,0.303554497,0.222369292,0.630617389,0.154488013,0.369637181,0.819543969,0.400623212,0.151126715,0.27771281,0.936424497,0.002498129,0.007643358,0.807952544
0,0.303539028,0.228325612,0.630870468,0.137225262,0.373204752,0.77352031,0.335348312,0.050900621,0.277552726,0.937705799,0.002360471,0.024408139,0.814600052
0,0.303621206,0.220667486,0.63168621,0.150104302,0.375260298,0.796946297,0.292239829,0.028391001,0.277329339,0.934438776,0.002281267,0.019599236,0.801834702
0,0.303580358,0.193533138,0.629402337,0.237566889,0.401986879,0.705374023,0.34293339,0.068455635,0.276534972,0.911723015,0.002125493,0.032169507,0.776271462
0,0.30354362,0.309823201,0.630664991,0.114278804,0.372833456,0.757820641,0.278218303,0.088978016,0.278854214,0.955922966,0.002649808,0.017568613,0.839141164
0,0.303718127,0.234281932,0.631055397,0.152311274,0.373945106,0.739644187,0.126549809,0.015668963,0.274832193,0.940150975,0.00242804,0.019921522,0.819053652
0,0.303687914,0.279947055,0.630640676,0.072164948,0.369967098,0.831576392,0.415486083,0.145546257,0.277164455,0.973988021,0.002626265,0.018079912,0.837905305
0,0.303537578,0.247234566,0.630660539,0.144995012,0.370387601,0.844009162,0.616735836,0.148707601,0.277277151,0.949797894,0.002454529,0.020498687,0.822902653
0,0.303284519,0.220572941,0.630503692,0.09405327,0.370394312,0.842131719,0.361264288,0.128020706,0.277328617,0.929803211,0.002202027,0.041204961,0.78921174
0,0.303888525,0.245249125,0.630612252,0.084923058,0.369637181,0.827096634,0.402040669,0.188650457,0.277241517,0.955989048,0.002501601,0.026500822,0.838098881
0,0.303535644,0.239576439,0.630777661,0.10681138,0.373714724,0.790962175,0.192132085,0.042373511,0.277487621,0.945391427,0.002526869,0.021869888,0.833969746
0,0.3035777,0.273990735,0.630646498,0.080902137,0.371661414,0.772644076,0.212866278,0.024023177,0.277780148,0.952354616,0.002701015,0.020138058,0.85149541
0,0.303994147,0.257161766,0.630643758,0.09248118,0.371181637,0.804034709,0.309460728,0.066985007,0.277321626,0.953283741,0.002627387,0.022211312,0.847636747
0,0.303567548,0.231823769,0.631086903,0.154367083,0.37669851,0.773732469,0.217440457,0.029109466,0.278156102,0.938897088,0.002325427,0.028527539,0.811894477
0,0.303672929,0.256027229,0.630671498,0.11715089,0.372266447,0.759199123,0.315501159,0.130775039,0.27860823,0.952614546,0.00242571,0.039204929,0.840883192
1,0.303209351,0.199867637,0.629659183,0.188227469,0.38771548,0.767275649,0.172758389,0.039696461,0.278131542,0.923828736,0.002030712,0.021639129,0.77069935
1,0.303237146,0.16242791,0.630039657,0.244731989,0.398026765,0.625403078,0.105000923,0.022392138,0.276920005,0.909091383,0.002000199,0.050010667,0.728678402
0,0.303560539,0.228514702,0.631080054,0.149439187,0.375050047,0.765292062,0.15999718,0.01760569,0.278845725,0.93900422,0.002365885,0.012396586,0.805813679
0,0.303591235,0.226718351,0.631161559,0.120204372,0.374217986,0.773653834,0.184975053,0.04307153,0.277482621,0.937260918,0.002337411,0.016531048,0.806347787
0,0.303184697,0.204027607,0.629824934,0.186111195,0.377725165,0.695921626,0.136297217,0.006929679,0.276662452,0.913749112,0.00204043,0.022335916,0.771157719
0,0.303649001,0.235038291,0.630670128,0.065997521,0.370008477,0.776844183,0.164363849,0.11330605,0.277433282,0.956410628,0.002454479,0.01346366,0.813648874
0,0.303545796,0.212914815,0.521470939,0.16150195,0.378330198,0.706994033,0.237098263,0.021387073,0.276673265,0.930996693,0.002208662,0.020755852,0.793357776
0,0.303504948,0.226056538,0.630997521,0.141790368,0.372474462,0.765731033,0.231369736,0.047862312,0.279126555,0.935084292,0.002333694,0.018416039,0.807133034
0,0.303486579,0.207147584,0.630316023,0.132811319,0.371570827,0.803132873,0.382422632,0.080283341,0.277519551,0.927677752,0.002146635,0.023118689,0.784666748
0,0.303035569,0.192398601,0.630308489,0.191311183,0.380779408,0.696899256,0.309044102,0.053931249,0.276840257,0.913766098,0.002047632,0.04982522,0.742764505
0,0.300686981,0.166966058,0.630608142,0.183299574,0.374604939,0.774675845,0.737650423,0.343037498,0.27697486,0.594171002,0.001965081,0.368381659,0.224792041
0,0.30363039,0.223031105,0.630612252,0.059406839,0.369637181,0.87570926,0.564063766,0.213737753,0.27708079,0.94025785,0.002598197,0.010109085,0.817749481
0,0.303533469,0.245721849,0.63089033,0.161471718,0.374443895,0.824233147,0.371131652,0.007076749,0.277696601,0.942783449,0.002431784,0.02814849,0.829212065
0,0.303584226,0.221802023,0.631155738,0.141790368,0.372840166,0.778347388,0.272095699,0.05722088,0.277983321,0.937098287,0.002276188,0.027294014,0.80333566
0,0.303443799,0.222463837,0.631906755,0.166429846,0.378490124,0.767455332,0.314870271,0.035807918,0.277391694,0.935146367,0.002276595,0.020847277,0.801639391
0,0.303525493,0.231634679,0.631607444,0.143090365,0.376823767,0.755085627,0.169214994,0.033510873,0.279523839,0.94597674,0.002286593,0.025234134,0.804315252
0,0.303520417,0.21716933,0.63294133,0.179943768,0.383606623,0.738413457,0.121238886,0.017864833,0.275667894,0.933161125,0.002266551,0.016879521,0.799562527
0,0.303911969,0.230405597,0.630612252,0.054781268,0.369637181,0.8038687,0.2113176,0.034072768,0.277215442,0.960456961,0.002573046,0.007932782,0.811888755
0,0.303480053,0.215562069,0.632618731,0.159899628,0.378701494,0.79373172,0.200408044,0.016718788,0.277709927,0.906751271,0.002270039,0.020292175,0.800708693
0,0.303216602,0.239292805,0.633050575,0.214378571,0.397182402,0.73341747,0.417482847,0.062144288,0.276543526,0.940024756,0.002257613,0.021491644,0.799426538
0,0.303452741,0.218209322,0.632732428,0.156332195,0.377674839,0.81446671,0.387553798,0.059647536,0.277321985,0.932323868,0.002247961,0.02630756,0.79872035
0,0.303573833,0.255365416,0.630777661,0.12455785,0.373937278,0.83775534,0.254891194,0.042915566,0.277501715,0.951549381,0.002450889,0.026156838,0.829784803
0,0.3035777,0.226718351,0.630663964,0.046165009,0.369637181,0.838119721,0.406312418,0.112458015,0.276997392,0.951880809,0.00249506,0.011008176,0.813037683
0,0.303267842,0.216507516,0.625381844,0.127732261,0.376813701,0.818909239,0.261011212,0.137831426,0.277213654,0.941178337,0.002206019,0.029906093,0.791755871
0,0.303547246,0.248369103,0.630678004,0.138011307,0.371321432,0.846282463,0.554301538,0.295090783,0.277364236,0.944199834,0.002566961,0.016908757,0.829315627
0,0.303172371,0.207903943,0.627410241,0.229132025,0.400212041,0.752093583,0.297649893,0.042847357,0.287731904,0.924735649,0.002161109,0.026804137,0.785141552
0,0.303545312,0.220100217,0.632429008,0.128639236,0.374296272,0.752475761,0.278113026,0.048043612,0.28803048,0.936024659,0.002262668,0.02459063,0.800656767
0,0.304283219,0.155526142,0.630846838,0.109592768,0.372624323,0.825332863,0.458460102,0.303705727,0.277095554,0.944808493,0.002329501,0.084279179,0.845073408
0,0.303438965,0.20903848,0.627997219,0.150225232,0.378114355,0.807358131,0.492010668,0.050502831,0.277439812,0.93247584,0.002169032,0.020365414,0.788680272
0,0.303505432,0.253285431,0.630681771,0.114581129,0.3726534,0.85522166,0.337295602,0.060539092,0.277560199,0.948237315,0.00261365,0.018635151,0.837816898
0,0.303566823,0.219438404,0.630835879,0.049913837,0.369637181,0.814837065,0.318987072,0.070396303,0.277191168,0.936606526,0.00232704,0.020893138,0.807823661
0,0.303539511,0.247990924,0.630648553,0.105692777,0.371665888,0.78929802,0.448428283,0.071444669,0.277045262,0.954131099,0.002426088,0.023277987,0.822680288
0,0.303518,0.226623806,0.631107108,0.097771866,0.372877072,0.758417064,0.175674742,0.043188615,0.278759506,0.942331444,0.002340038,0.017052553,0.806938216
0,0.303447666,0.209227569,0.630217394,0.136802007,0.373146597,0.798359824,0.408241026,0.077314393,0.277638662,0.933965183,0.002168977,0.018601609,0.789302943
0,0.303475461,0.213954808,0.63549198,0.176980984,0.383691619,0.767298493,0.127391666,0.016560582,0.278654948,0.931775687,0.002232179,0.01787311,0.796178054
0,0.303329717,0.201853077,0.630555403,0.065332406,0.370364116,0.822757006,0.320048484,0.07368177,0.277285059,0.93151251,0.002138366,0.051318614,0.768432636
0,0.303711359,0.22511109,0.631009164,0.075792847,0.372405124,0.77754681,0.121172095,0.015630903,0.27748957,0.951353834,0.002404686,0.017166998,0.813511282
0,0.303864355,0.251394535,0.630651292,0.095836986,0.372163558,0.778011143,0.307049741,0.098809348,0.277170331,0.948390464,0.002647069,0.016494337,0.836235977
0,0.303395942,0.259714475,0.631077314,0.130967137,0.37565508,0.786101093,0.268429201,0.050838935,0.277824628,0.946427006,0.002309029,0.029566486,0.809636515
0,0.303650451,0.234187388,0.630729374,0.067025426,0.370558711,0.821860765,0.373755071,0.152009309,0.277147685,0.948419263,0.002520816,0.014845329,0.821232575
0,0.303505432,0.228136523,0.631606759,0.163799619,0.380938215,0.790506783,0.33086073,0.044504246,0.277924547,0.944119169,0.002375649,0.011808576,0.806021014
0,0.303502531,0.215467524,0.634619046,0.175711219,0.377042965,0.721520445,0.313004948,0.05415227,0.276193362,0.931497256,0.00223229,0.027079555,0.796317068
0,0.303506882,0.219532949,0.631825591,0.113069504,0.37518425,0.822893433,0.293534195,0.162611425,0.277337952,0.936295747,0.002306534,0.016194172,0.803207524
0,0.303391108,0.217263874,0.632634827,0.140883393,0.377314727,0.687907162,0.092114515,0.013075469,0.27680347,0.934587415,0.002263323,0.018096038,0.799481289
0,0.303448633,0.252623617,0.631094437,0.181878647,0.384027127,0.762435129,0.167186365,0.032816232,0.278160925,0.948193498,0.002458456,0.019032291,0.821412342
0,0.303827858,0.243830954,0.630612252,0.044502222,0.369637181,0.79826596,0.246386149,0.087048238,0.277079188,0.956996188,0.002562485,0.021354857,0.837528155
0,0.30316512,0.1662097,0.630072876,0.161532182,0.382553128,0.742549845,0.503005429,0.047757991,0.276811629,0.916168428,0.002027428,0.043567086,0.744289232
0,0.303587126,0.224827456,0.630882454,0.088430027,0.372311182,0.788347891,0.150383573,0.021446345,0.277511426,0.937867594,0.002422173,0.017317517,0.815438708
0,0.303488513,0.242223693,0.630707799,0.104271851,0.372609784,0.805577715,0.299149147,0.0393291,0.277237132,0.947671948,0.002592243,0.018471222,0.835133067
0,0.303538061,0.220762031,0.632420104,0.244490129,0.386641854,0.686166912,0.496413164,0.054972664,0.276933879,0.932451553,0.002256432,0.020652331,0.799147735
0,0.303533711,0.226245627,0.631208134,0.121655531,0.375634949,0.812617198,0.474611822,0.127641519,0.277236088,0.937779344,0.002473392,0.013580191,0.815306336
0,0.303598003,0.222085658,0.63076088,0.131843879,0.369770266,0.852114468,0.726603717,0.243382814,0.277090314,0.931028213,0.002283882,0.042361074,0.809324364
0,0.303393042,0.221329299,0.630746154,0.082685854,0.369848552,0.835074557,0.313739836,0.051182833,0.277278037,0.943452422,0.00225857,0.026922706,0.800457685
0,0.303343494,0.217547509,0.621630183,0.156936844,0.381244646,0.780239204,0.139331714,0.032822888,0.277751673,0.930064101,0.002186862,0.016011353,0.791904234
0,0.303507365,0.22114021,0.631919768,0.174471687,0.378973256,0.808891513,0.199881782,0.046510732,0.277520034,0.934365665,0.002260404,0.034794385,0.802151261
0,0.303553288,0.216791151,0.630353694,0.076609124,0.371359457,0.778501453,0.169531555,0.037608923,0.277576328,0.959786886,0.00216494,0.036992948,0.781866594
